sub-01,sub-02,sub-03,sub-04,sub-05,sub-06,sub-07,sub-08,sub-09,sub-10,sub-11,sub-12,sub-13,sub-14,sub-15,sub-16,sub-17,sub-18,sub-19,sub-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17108652381980144,0.09745329251994334,0.14745329251994332,0.20363323129985825,0.07363323129985819,0.046179938779914984,0.1274532925199433,0.2572664625997165,0.2723598775598299,,0.3010865238198015,0.11363323129985822,0.08490658503988688,0.20108652381980155,0.15363323129985823,0.1236332312998582,0.196179938779915,0.07490658503988665,0.1398131700797732,0.2561799387799149
0.10745329251994312,0.07745329251994326,0.07745329251994332,0.23108652381980155,0.43981317007977316,0.03872664625997165,0.12872664625997166,0.14490658503988663,0.34235987755982994,,0.3847197551196598,0.19363323129985824,0.04745329251994334,0.13617993877991497,0.14617993877991492,0.22490658503988664,0.08745329251994328,0.07617993877991497,0.14363323129985822,0.27490658503988663
0.03617993877991496,0.12872664625997166,0.057453292519943217,0.14235987755982993,0.1274532925199433,0.14490658503988663,0.11490658503988664,0.06363323129985823,0.16745329251994334,,0.34981317007977314,0.2823598775598299,0.057453292519943175,0.09490658503988664,0.10490658503988656,0.10235987755982985,0.1574532925199433,0.22599310885968815,0.13490658503988662,0.26617993877991497
0.09872664625997164,0.09745329251994331,0.1349065850398866,0.08872664625997168,0.2636332312998583,0.116179938779915,0.18981317007977327,0.21853981633974484,0.14490658503988665,,0.21599310885968806,0.2898131700797732,0.10235987755983021,0.08490658503988663,0.2523598775598299,0.0949065850398866,0.12363323129985823,0.21235987755982982,0.1823598775598299,0.30000000000000004
0.1474532925199432,0.15745329251994333,0.1749065850398866,0.106179938779915,0.1574532925199433,0.05617993877991486,0.20617993877991497,0.3059931088596881,0.38108652381980157,,0.37108652381980156,0.2723598775598299,0.08617993877991507,0.1598131700797732,0.29235987755982995,0.20617993877991497,0.1823598775598299,0.03872664625997166,0.286179938779915,0.25617993877991485
0.21872664625997157,0.11235987755982989,0.19490658503988648,0.28853981633974485,0.10872664625997164,0.21108652381980153,0.25962634015954633,0.1823598775598299,0.2387266462599716,,0.4210865238198015,0.09490658503988658,0.17235987755983,0.14235987755982993,0.2574532925199433,0.1674532925199433,0.1836332312998582,0.2485398163397449,0.2523598775598299,0.10490658503988655
0.24872664625997157,0.1274532925199433,0.19617993877991496,0.2785398163397449,0.07745329251994329,0.21108652381980153,0.14363323129985822,0.061086523819801536,0.38490658503988656,,0.41599310885968815,0.11745329251994328,0.17872664625997164,0.06235987755982987,0.32235987755983,0.08745329251994333,0.2649065850398865,0.3147197551196598,0.18617993877991496,0.1574532925199433
0.22000000000000003,0.07617993877991498,0.16745329251994334,0.2510865238198015,0.33235987755983,0.1261799387799149,0.07617993877991493,0.23471975511965978,0.27235987755982977,,0.21235987755982988,0.20235987755982995,0.06617993877991477,0.10617993877991491,0.20617993877991495,0.1849065850398866,0.306179938779915,0.3059931088596882,0.037453292519943324,0.08363323129985817
0.26490658503988657,0.1361799387799149,0.10363323129985813,0.17363323129985825,0.38726646259971653,0.15490658503988664,0.17490658503988654,0.2859931088596882,0.10745329251994339,,0.34726646259971644,0.33617993877991503,0.13617993877991494,0.10108652381980156,0.05745329251994326,0.07490658503988652,0.2349065850398866,0.29726646259971645,0.22745329251994328,0.05745329251994334
0.16363323129985816,0.11490658503988657,0.08363323129985818,0.05363323129985818,0.28108652381980154,0.10745329251994323,0.2623598775598299,0.16490658503988662,0.1698131700797732,,0.37108652381980156,0.28745329251994334,0.07745329251994335,0.19599310885968807,0.1336332312998582,0.12490658503988655,0.1836332312998582,0.1336332312998582,0.3074532925199433,0.2336332312998582
0.05872664625997154,0.12872664625997166,0.12490658503988664,0.19363323129985835,0.6608996938995748,0.0374532925199433,0.166179938779915,0.1672664625997165,0.3410865238198016,,0.35108652381980165,0.31490658503988667,0.06363323129985841,0.20853981633974478,0.30235987755982985,0.09745329251994331,0.10745329251994329,0.13745329251994326,0.15235987755982994,0.1636332312998582
0.028726646259971667,0.14617993877991498,0.16617993877991505,0.22235987755982992,0.2610865238198015,0.14490658503988654,0.14363323129985822,0.15363323129985826,0.4049065850398866,,0.17745329251994335,0.2649065850398866,1.2814257279586956,0.13981317007977317,0.27108652381980153,0.010000000000000009,0.19745329251994334,0.11617993877991498,0.1885398163397448,0.13872664625997164
0.1349065850398866,0.1398131700797732,0.2685398163397449,0.24363323129985814,0.42108652381980155,0.22363323129985818,0.21363323129985823,0.10363323129985819,0.2887266462599717,,0.1710865238198015,0.34363323129985834,1.3758062789394614,0.05617993877991491,0.23981317007977315,0.22363323129985818,0.24617993877991504,0.20108652381980158,0.16363323129985816,0.2736332312998582
0.14617993877991495,0.054906585039886595,0.1949065850398866,0.10363323129985816,0.3436332312998582,0.11490658503988664,0.19,0.4294395102393196,0.3574532925199433,,0.5559931088596881,0.3536332312998583,1.3552457891787808,0.16981317007977317,0.26363323129985816,0.26363323129985816,0.08617993877991499,0.16363323129985824,0.15853981633974487,0.11235987755982993
0.17617993877991495,0.16108652381980149,0.19745329251994342,0.1523598775598299,0.25235987755982997,0.1261799387799149,0.15490658503988664,0.3934464013796315,0.3349065850398866,,0.06490658503988661,0.20490658503988657,0.31599310885968823,0.1698131700797732,0.14745329251994324,0.16745329251994331,0.1998131700797732,0.22363323129985824,0.166179938779915,0.22490658503988656
0.18490658503988658,0.21235987755982993,0.16363323129985846,0.12617993877991507,0.23617993877991497,0.13490658503988665,0.20617993877991497,0.29726646259971645,0.22745329251994334,,0.40981317007977314,0.05872664625997165,0.21235987755983,0.19981317007977317,0.12490658503988653,0.14108652381980147,0.18617993877991496,0.2785398163397449,0.23617993877991494,0.2072664625997164
0.09745329251994328,0.22490658503988664,0.14617993877991495,0.05872664625997166,0.03872664625997159,0.07745329251994323,0.18000000000000002,0.16599310885968818,0.19235987755982997,,0.2523598775598299,0.09745329251994331,0.1723598775598299,0.0936332312998582,0.23363323129985825,0.10745329251994325,0.21745329251994333,0.2885398163397449,0.246179938779915,0.3210865238198015
0.05745329251994334,0.1974532925199433,0.26235987755983003,0.19599310885968807,0.24745329251994327,0.13745329251994332,0.16108652381980154,0.3147197551196598,0.1336332312998582,,0.3036332312998581,0.15617993877991493,0.3049065850398866,0.10617993877991483,0.1649065850398866,0.27235987755982993,0.298352986419518,0.24108652381980158,0.37363323129985826,0.3849065850398866
0.13617993877991494,0.09363323129985819,0.6545329251994328,0.2634464013796313,0.33490658503988663,0.13745329251994332,0.14617993877991492,0.2985398163397449,0.14235987755982982,,0.47490658503988653,0.2674532925199433,0.10363323129985838,0.09363323129985812,0.10490658503988659,0.3736332312998583,0.2172664625997165,0.33726646259971643,0.4536332312998583,0.3974532925199433
0.1774532925199433,0.06617993877991499,0.4121730476396031,0.24363323129985823,0.2149065850398866,0.07872664625997162,0.09745329251994332,0.12745329251994328,0.20235987755982981,,0.5972664625997166,0.35363323129985824,0.09235987755982983,0.0974532925199433,0.1910865238198015,0.22490658503988664,0.31981317007977317,0.3359931088596881,0.49108652381980156,0.17853981633974486
0.1874532925199433,0.11490658503988659,0.17745329251994332,0.25853981633974477,0.3061799387799149,0.04745329251994325,0.16490658503988662,0.14108652381980152,0.2936332312998582,,0.43363323129985837,0.3510865238198016,0.08617993877991481,0.1785398163397448,0.3047197551196598,0.13490658503988662,0.3836332312998584,0.30599310885968806,0.48235987755983,0.1887266462599717
0.09745329251994331,0.04490658503988662,0.19617993877991494,0.24981317007977316,0.30235987755982996,0.12363323129985827,0.3110865238198015,0.2072664625997164,0.21617993877991495,,0.34490658503988664,0.3249065850398867,0.08617993877991487,0.1836332312998582,0.2598131700797732,0.18363323129985826,0.36617993877991495,0.3172664625997164,0.3123598775598299,0.2523598775598299
0.1849065850398866,0.16872664625997158,0.14490658503988663,0.20108652381980158,0.2836332312998583,0.08363323129985831,0.2249065850398866,0.1149065850398866,0.1849065850398866,,0.07490658503988645,0.2649065850398866,0.13490658503988645,0.09745329251994317,0.1287266462599716,0.07363323129985826,0.33853981633974484,0.3547197551196598,0.1187266462599717,0.15108652381980156
0.1974532925199433,0.2749065850398866,0.06745329251994324,0.08617993877991492,0.2174532925199433,0.09617993877991493,0.1736332312998582,0.1872664625997164,0.16617993877991497,,0.3449065850398866,0.2649065850398866,0.07872664625997172,0.09363323129985837,0.07872664625997162,0.10363323129985827,0.07617993877991493,0.34344640137963145,0.07617993877991491,0.09363323129985822
0.07745329251994329,0.15617993877991493,0.2983529864195181,0.31726646259971664,0.10363323129985823,0.11363323129985826,0.23981317007977315,0.31835298641951804,0.25108652381980157,,0.30490658503988655,0.3723598775598299,0.057453292519943466,0.1236332312998583,0.15363323129985823,0.04617993877991497,0.28490658503988653,0.27853981633974484,0.13872664625997166,0.06617993877991495
0.06617993877991493,0.09490658503988653,0.19981317007977326,0.24853981633974492,0.11745329251994331,0.14363323129985822,0.2087266462599717,0.14363323129985828,0.36235987755983,,0.13490658503988653,0.3549065850398866,0.09490658503988642,0.15235987755982994,0.1749065850398866,0.17617993877991495,0.34363323129985823,0.2872664625997165,0.15981317007977316,0.05745329251994335
0.13363323129985827,0.22363323129985818,0.14726646259971649,0.6156194490192346,0.35108652381980154,0.15490658503988664,0.16363323129985824,0.2559931088596882,0.22490658503988667,,0.2436332312998582,0.336179938779915,0.4894395102393197,0.20853981633974475,0.2436332312998582,0.18617993877991496,0.22617993877991494,0.3247197551196598,0.15363323129985823,0.10617993877991493
